uprn,class_code,x,y
10035286421,CX03,458037.78,344665.48
10002176162,CX,394770.00,394883.00
10013057839,CX02,437202.00,538427.00
10091513195,CX01,329813.69,193286.08
200002937649,CX01,309854.00,196907.00
200000878340,CX02,500143.00,407356.00
200000647935,CX02,480260.00,448804.00
100081214154,CX03,503525.70,237484.00
200002950236,CX01,230258.00,340503.00
200002949946,CX03,261047.00,315995.00
10013130062,CX03,354461.00,340909.00
10008681868,CX,341348.00,558633.00
200003432827,CX01,532183.00,178415.00
100041070594,CX02,324077.00,124657.00
10002541281,CX02,520977.51,335715.28
100012594637,CX03,339988.88,375747.13
10008173553,CX03,482694.07,356362.66
42192202,CX02,334828.76,383902.16
10034169461,CX01,520092.00,197053.00
100062600058,CX02,501387.00,171422.00
100100616394,CX01,288134.00,206481.00
10090570284,CX06,256006.63,339003.04
100071532860,CX01,329335.00,329167.00
10006707094,CX02,466575.00,398472.00
10006550155,CX,499894.17,365220.06
10034806773,CX04,639747.66,329890.86
100071573984,CX02,411263.00,292058.00
10032934109,CX02,481475.96,168579.59
200000849612,CX01,463880.00,176447.00
100101045388,CX01,258915.00,198869.00
10013637348,CX05,445626.21,98672.36
10013752857,CX03,260536.00,95540.00
100032176756,CX02,435678.00,377946.00
10032790340,CX06,417658.22,405087.46
21134001,CX02,504616.00,426531.00
100012547665,CX02,374565.00,442367.00
22093994,CX08,533504.71,103444.07
4510106464,CX01,426782.87,564692.73
100012598415,CX03,386206.00,364136.00
10011903232,CX02,446652.00,231968.00
10011884298,CX02,445178.00,240965.00
10013726821,CX02,452568.04,522988.74
10013120684,CX01,514897.00,167030.00
200003830582,CX02,414420.00,279823.00
100062254378,CX02,561632.00,99965.00
10023955407,CX04,205428.11,240505.12
10011771283,CX01,314475.10,319235.50
10023885615,CX02,396654.51,271292.92
200000748951,CX03,364475.00,117398.00
3040052027,CX01,458728.00,337434.00
100062525646,CX01,455765.00,117505.00
100032154237,CX01,489512.00,267816.00
100081246217,CX01,463734.32,171193.74
100062614137,CX03,510859.00,104031.00
44017697,CX02,573606.17,176459.94
38208997,CX03,343100.00,382610.00
200004314271,CX03,305568.88,367337.77
100012603196,CX02,364861.18,366480.22
10024177531,CX01,428424.46,207355.55
10003500431,CX05,227345.24,124191.74
100110793482,CX02,465782.00,518844.00
100052158969,CX02,479867.00,483631.00
10094145518,CX03,517563.57,131278.45
148046773,CX01,536474.00,204696.00
200003718616,CX02,574167.38,144797.40
10013730867,CX05,402980.52,79917.17
10023897132,CX,486022.12,301057.11
200003181939,CX03,273088.00,317774.00
10024213852,CX04,520942.00,447862.00
200001484829,CX02,548182.00,249350.00
44012224,CX03,573814.20,169032.99
100110730860,CX05,298299.65,529671.23
100081185878,CX02,496847.00,198538.00
10070064393,CX01,409904.00,430185.00
10090525296,CX04,135115.51,26330.05
25050766,CX03,486039.00,233986.00
10014165306,CX01,276999.00,208917.00
10012956158,CX05,637042.00,171382.00
200165697,CX02,525596.27,195828.58
100012551452,CX03,378464.00,415736.00
100091459992,CX03,610368.00,231893.00
100023413267,CX02,507470.00,182596.00
24123926,CX02,349861.59,164870.00
200001517762,CX02,523982.00,252227.00
100091545717,CX01,639926.00,310277.00
200001555165,CX03,561041.00,177897.00
200001212614,CX03,535115.00,166113.00
100081256066,CX02,518953.00,228793.00
100023028227,CX01,514957.80,187259.53
10090728475,CX03,278800.35,210132.73
10014470575,CX03,225277.00,53707.00
100062424290,CX04,449577.00,96356.00
10023452991,CX07,638417.39,330630.96
10013580166,CX01,460492.73,525095.57
200000647810,CX02,475505.24,428559.35
100121323047,CX02,418990.00,169093.00
83112231,CX01,420513.00,419874.00
4510737259,CX01,424526.68,563598.34
200004788872,CX01,504857.61,118966.25
36030973,CX07,323021.00,462048.00
22271350,CX03,533901.32,108136.20
10070446758,CX01,380873.81,395711.43
95511661,CX01,532258.00,181866.00
10009939559,CX01,503909.00,433176.00
100101043581,CX01,317715.00,181843.00
100091627722,CX03,584412.46,206622.35
10090518380,CX05,196880.00,41241.00
10001329757,CX06,248161.00,74083.00
10007607629,CX01,357696.00,432126.00
10023887683,CX04,147316.00,26996.00
41059804,CX01,334132.67,395669.97
100110757728,CX01,340845.00,497463.00
100050508497,CX,449599.12,431326.99
200004649427,CX05,628699.00,232936.00
10008637607,CX01,505608.00,428156.00
10013579115,CX01,459243.74,522436.91
100052220150,CX03,393690.00,424691.00
10009439885,CX01,622491.00,312874.00
100032092697,CX02,526293.00,369327.00
100091528098,CX02,569370.00,329992.00
12143027,CX03,514711.00,183070.00
10000899618,CX06,307231.74,503375.83
34073159,CX,525494.00,177711.00
10013757216,CX02,270318.43,87853.23
100041096413,CX02,402765.34,78862.51
100091457768,CX02,587074.68,241376.52
100071400168,CX03,419288.00,255263.00
10009882464,CX05,195292.00,237463.00
100121317757,CX01,431539.00,227381.00
83163504,CX01,424321.00,421507.00
45005835,CX08,437972.00,556390.00
100012774948,CX02,392547.16,383531.84
100081154631,CX02,517783.47,213920.52
74079112,CX02,438204.00,370529.00
100081282092,CX01,510923.00,197107.00
100101015818,CX01,267045.00,198263.00
100062617111,CX03,533646.00,124869.00
200003838940,CX,427460.34,550753.99
100012600206,CX01,370886.00,354832.00
10000859837,CX02,519353.00,244720.00
100023398075,CX01,513766.00,169736.47
200002729944,CX02,403820.00,446225.00
10002324536,CX02,417689.00,432876.00
10024651972,CX03,405582.99,601425.54
5178973,CX01,530270.00,183166.00
10033041670,CX01,350232.01,426658.41
10023889218,CX04,151854.00,40540.00
22017469,CX02,527454.00,105976.00
100121275263,CX03,385678.22,254560.25
100000529602,CX03,426771.00,560342.00
10094391576,CX02,570612.00,188764.00
2465158254,CX01,459122.00,304062.00
100052171748,CX02,488102.00,441291.00
100041072443,CX02,346156.40,119992.16
10033346117,CX01,348149.50,188353.40
100091499447,CX01,578415.00,286555.00
10004951101,CX01,599292.00,224824.00
100062499670,CX03,536627.00,148347.00
100062499671,CX02,534994.00,152626.00
200002928778,CX03,330814.68,149240.00
47089863,CX05,437390.00,569432.00
200000256050,CX01,451087.00,519644.00
10070524001,CX06,339111.00,516165.00
207169995,CX,532942.00,192931.00
100052208918,CX01,461675.00,483727.00
100071404832,CX02,397420.97,299373.09
10001016655,CX05,424052.00,624876.00
100041116806,CX01,388845.00,106986.00
100031594941,CX01,457969.00,340779.00
10002906150,CX01,573391.00,157618.00
202057367,CX02,522379.00,184306.00
100110791430,CX02,356227.00,515275.00
10090079092,CX05,531046.11,408504.30
422000100304,CX01,392372.00,404942.00
10009938203,CX01,475438.00,428453.00
21122349,CX08,509174.00,428805.00
10009565915,CX02,361008.21,224048.46
100051945000,CX01,402997.00,437360.00
200000387855,CX01,440626.00,351083.00
10007255018,CX02,511667.00,334293.00
100100946964,CX01,300780.13,381328.66
10034633398,CX02,202201.00,52648.00
200002945796,CX02,304870.30,365995.03
10094633242,CX05,151478.48,40750.15
22256190,CX01,528948.00,104818.00
2630139986,CX01,631352.00,296155.00
200004299684,CX01,300951.14,378174.95
10010743709,CX02,400913.45,385637.76
10000140033,CX02,509780.00,267981.00
10093772913,CX03,286510.73,51334.51
24129508,CX04,330569.00,162539.00
100101035983,CX02,175413.00,225526.00
100101030812,CX01,272589.00,318135.00
100032223152,CX02,398631.43,310545.30
10002597065,CX03,554150.00,280573.00
10012323859,CX08,496937.00,172025.00
2465007909,CX01,455907.00,302607.00
10002476606,CX03,491090.38,106583.38
100091462589,CX02,623746.00,220424.00
452070957,CX01,370041.00,304324.00
10009207450,CX01,359442.00,401368.00
10006615061,CX02,459467.24,403312.74
10033268020,CX03,548238.68,98955.12
100041034950,CX03,295916.54,112957.58
10009213048,CX01,356611.00,405442.00
10034694244,CX02,510788.00,388659.00
100052202318,CX01,440096.00,402818.00
10004856057,CX02,254352.00,211433.00
10000012602,CX05,292743.75,56315.28
60016741,CX02,523400.00,106043.00
100052207258,CX01,468346.00,413556.00
100091460485,CX01,610849.00,231536.00
200000539716,CX01,557603.00,173977.00
39008502,CX01,348363.00,395349.00
200000683276,CX03,617885.00,168176.00
10033036586,CX01,532245.58,259702.12
10034891354,CX05,625920.01,138343.89
100110799319,CX03,300958.00,524421.00
200004007595,CX03,521168.00,160683.00
200004704815,CX01,414709.00,434628.00
10013605619,CX01,628427.89,232727.33
10007793559,CX04,171559.00,12571.00
10001250089,CX03,563556.00,264951.00
10023439503,CX01,554317.00,174299.00
100091492387,CX01,638796.00,277951.00
10070523148,CX02,371973.00,546359.00
41030209,CX,332754.00,417241.00
100081213499,CX02,503563.28,237525.85
60012058,CX03,523452.75,106047.29
100012744869,CX03,353527.00,430841.00
100110768304,CX01,427398.00,588036.00
49017862,CX03,257594.08,248045.52
310062019,CX02,471788.00,168973.00
200003772203,CX01,296942.00,195410.00
100052157018,CX01,517621.00,467255.00
100071422512,CX02,407981.00,285021.00
100091618683,CX02,555739.00,320762.00
10024120586,CX,524528.00,135253.00
100062539459,CX03,436798.00,145214.00
1775124696,CX01,466644.34,103326.29
200000728930,CX01,436457.00,145300.00
100032253625,CX01,489500.00,375331.00
83012155,CX02,410003.00,410487.00
10007245801,CX01,502872.42,307337.86
4510051038,CX01,422873.98,564408.26
200000867677,CX02,477361.00,413000.00
100091545237,CX02,629912.00,317054.00
83241792,CX06,404895.93,411464.00
100041070595,CX03,324274.00,124510.00
63182195,CX02,442597.51,425027.17
100121273718,CX01,382590.90,255125.50
100041129624,CX02,294826.00,112635.00
10033099233,CX02,548379.59,215124.93
100121035233,CX01,406988.00,182898.00
10013179315,CX04,195293.96,239181.94
2007008624,CX02,425312.11,403321.97
10070611623,CX01,534201.00,427746.00
10024143002,CX,559675.77,98921.35
1775036031,CX01,467826.00,105684.00
100041138547,CX02,245994.00,143714.00
10023016444,CX02,403308.97,243343.75
10002301882,CX02,225837.29,124520.87
100023206939,CX02,529839.00,189178.00
200000433069,CX02,442332.00,511871.00
200000917710,CX04,594061.00,195981.00
100071507189,CX03,431453.00,265962.00
6001591,CX01,533904.00,181689.00
10070414713,CX02,395087.00,525188.00
100071497358,CX01,435934.00,286820.00
100062436823,CX02,460121.00,85174.00
217061488,CX02,525716.00,179778.00
95511666,CX01,533640.00,181223.00
100071403058,CX02,351697.00,274568.00
10012330828,CX08,498342.81,174606.29
207177868,CX,532644.00,196413.00
10024370613,CX01,521681.00,208938.00
10095630439,CX03,391488.38,374503.33
100101035151,CX02,321629.91,204138.53
422000108014,CX02,391877.00,402888.00
200002658154,CX01,292264.94,179160.58
200004059403,CX03,508053.85,208403.18
10013109764,CX01,610023.72,238229.88
100091475926,CX02,581562.00,230145.00
200000330456,CX02,486529.56,168847.69
41208066,CX,334212.00,417770.00
10003334233,CX04,435368.00,89734.00
10004568651,CX03,619149.00,244949.00
64048117,CX04,312174.00,166726.00
200003355107,CX02,532066.92,180012.25
10012967372,CX05,171552.00,11895.00
100091472419,CX02,585431.00,223385.00
10004744372,CX05,278085.00,36681.00
100100958094,CX02,258931.00,300851.00
100121365753,CX02,452290.00,190022.00
10090981709,CX02,311984.53,530334.85
10008660772,CX02,558728.00,139100.00
10011875096,CX01,447715.00,214943.00
100032276588,CX02,461805.00,341461.00
10010030335,CX02,267182.00,198403.00
64048319,CX05,299333.36,166462.94
100062634861,CX03,541582.00,110367.00
200001469376,CX02,544687.00,100975.00
200001535893,CX02,500678.00,136456.00
100032173287,CX02,514405.00,309841.00
100062645327,CX02,447821.00,106809.00
200002951651,CX01,335192.00,187659.00
100032159645,CX01,520479.00,335538.00
10034876491,CX05,634015.00,142416.00
10024617011,CX03,350606.00,237624.00
10024407158,CX01,597842.00,230016.00
10010203227,CX03,543217.10,179278.70
15052261,CX03,474960.00,264451.00
100121272256,CX01,384711.00,255410.00
200003376122,CX01,532748.30,180205.69
100052215932,CX01,440030.00,388970.00
250030547,CX03,377282.00,146758.00
100071454880,CX01,400317.00,283974.00
63155203,CX01,430165.22,414065.32
10022800658,CX02,507134.00,176818.00
200003350400,CX05,504810.00,489049.00
100071423714,CX02,409023.00,281367.00
10000023822,CX01,569027.00,329912.00
200004183062,CX03,547417.00,256634.00
766344424,CX02,487839.45,209169.22
200004058085,CX03,505838.88,207320.97
207182625,CX01,532917.00,196908.00
72387839,CX02,422368.00,441557.00
100012792570,CX01,360135.87,387887.46
100041059110,CX01,409420.00,91619.00
200001332292,CX02,390528.00,330876.00
41075870,CX,328952.00,406632.00
100052215072,CX03,435722.00,380441.00
100100919263,CX03,299958.35,174426.98
100110798752,CX02,312067.00,530330.00
100091477568,CX02,538469.00,200218.00
100012760275,CX,355620.00,413799.00
100062532613,CX01,429767.57,108768.35
10070274013,CX04,227782.51,341921.67
100062639302,CX02,438822.54,102246.54
100081156255,CX02,523254.00,215968.00
10093185485,CX01,514940.00,207400.00
10009272905,CX03,344045.00,464348.00
202071299,CX03,519037.00,188641.00
100062432550,CX02,464963.00,87745.00
100081260007,CX01,535793.11,240745.05
100052069014,CX01,411619.00,447560.00
100012825171,CX03,340626.00,367050.00
100012821480,CX03,346864.00,405789.00
100071384957,CX01,409668.00,285814.00
100071464937,CX02,408411.00,293059.00
100062525192,CX01,451153.00,108482.00
43027341,CX02,315479.00,187889.00
42033551,CX03,334797.24,383886.70
10091481697,CX02,509028.84,429206.41
10012348201,CX02,345241.00,420792.00
100110732320,CX01,303719.74,536731.72
47053441,CX01,435494.00,572021.00
10004862514,CX01,276262.09,234748.06
100041064574,CX01,254032.00,56580.00
422000119318,CX01,389391.00,403549.00
63184835,CX01,442849.10,413092.35
10002506840,CX01,312503.00,182804.00
121007581,CX03,525051.00,174642.00
100012598163,CX01,386022.00,362981.00
72681668,CX03,429536.00,434190.00
200010013785,CX01,429234.00,119016.00
10008486187,CX01,463241.00,149946.00
100101046178,CX01,325346.00,183499.00
100101033911,CX02,318165.64,376165.36
63142283,CX03,445298.99,421798.15
100101030793,CX01,261217.00,315868.00
200004702823,CX02,412786.00,433202.00
100062254165,CX03,561473.00,99535.00
100101037855,CX01,306481.00,207911.00
100071400052,CX02,441902.00,262091.00
10034659758,CX,309699.00,196839.00
10013545324,CX01,328267.00,351310.00
72555797,CX02,441091.00,432106.00
10004742070,CX01,273475.00,44680.00
100091588534,CX03,570542.00,188764.00
10011909442,CX03,448764.00,235209.00
100062416484,CX01,493720.00,99689.00
200002531412,CX01,591826.11,174872.70
100071399013,CX02,426038.00,302215.00
41124420,CX01,332360.00,397196.00
10011801939,CX01,274456.80,301094.08
10090771233,CX01,495497.00,181154.00
10091541935,CX02,399482.00,170462.00
10091553068,CX01,407434.46,291469.68
10004955847,CX01,589934.00,215764.00
6064924,CX02,537867.00,180983.00
10004851979,CX01,242790.00,219411.00
100032157743,CX02,509673.00,319847.00
10033037149,CX03,538131.69,243938.25
100052212257,CX03,460926.19,458114.58
100062644460,CX02,451760.00,149870.00
100081195964,CX01,501718.00,221742.00
100000526322,CX03,435999.00,563939.00
100022886972,CX03,540313.00,169444.00
10001251402,CX02,563514.00,264936.00
63145266,CX02,433954.74,420659.23
100041115285,CX03,370076.05,90471.96
2007004764,CX02,433833.61,399557.86
100012757529,CX02,355930.64,425389.81
30102582,CX02,336226.00,114674.00
100052161732,CX02,494412.00,505122.00
10090572127,CX02,259379.40,301245.09
34168299,CX01,525098.75,177105.03
100032207746,CX02,382617.00,320405.00
10009197113,CX03,447263.00,168185.00
100071402826,CX01,332225.00,288806.00
10009200921,CX03,463596.95,171062.51
200002561610,CX02,371293.00,408841.00
10007245881,CX01,511632.00,334289.00
100041191228,CX02,286358.00,71757.00
100041024373,CX01,242205.00,59085.00
200001555140,CX03,561128.00,179376.00
100062489641,CX03,539911.00,138663.00
100091469577,CX01,595957.00,224660.00
200003966733,CX03,511509.60,173011.30
10008681419,CX01,341366.00,558641.10
10091096520,CX02,506366.18,175802.44
200004489749,CX01,380699.00,214252.00
10000042037,CX03,565018.00,320571.00
200004624850,CX01,570921.00,207109.00
100062485882,CX01,532481.00,123887.00
100071554617,CX02,405211.53,302784.69
10033056397,CX01,353876.00,421776.00
200002946053,CX02,303394.65,374514.31
200002611588,CX03,330372.00,256990.00
146874,CX01,359014.00,169804.00
200002590569,CX02,357815.00,234583.00
200002415089,CX01,392251.00,352572.00
10032777087,CX01,446162.00,404352.00
10023051345,CX03,385198.41,396420.41
200002562868,CX03,362513.00,409293.00
10070779011,CX02,391613.00,173591.00
100041041512,CX01,279885.00,60899.00
200000200939,CX01,500536.37,158421.94
100012833425,CX02,390571.00,405804.00
100110806614,CX02,369885.00,563874.00
100012835159,CX02,341564.00,433419.00
10009457410,CX01,338035.90,568848.50
100032126388,CX02,454403.00,343214.00
100071399946,CX02,441647.87,252334.03
100062615583,CX01,527407.00,136915.00
10012074215,CX02,359638.00,268626.00
10007450663,CX02,442426.75,107761.76
100110791405,CX01,351510.69,530420.12
100052164649,CX02,502882.77,458112.87
10091692126,CX02,515167.00,176444.40
100041157418,CX02,265916.00,52155.00
2007008812,CX01,435886.79,404844.74
100091610036,CX03,526494.56,297435.78
10001246589,CX01,364266.00,409576.00
100091463437,CX01,617210.42,214603.28
10024143640,CX01,559003.45,95871.16
200001850652,CX01,386996.00,432596.00
100110771640,CX02,442554.00,548785.00
10033910720,CX03,393489.00,300447.00
100051945897,CX02,398445.05,451441.96
10002301881,CX02,245040.26,126450.49
10002301883,CX02,249710.58,119336.71
200003182039,CX02,292904.00,336193.00
200000974914,CX01,361456.66,386158.48
200001858545,CX03,308727.00,185539.00
100032238797,CX02,439888.00,350080.00
10009582974,CX02,339578.17,228497.15
100041128861,CX01,316031.00,100592.00
10012074880,CX01,351568.00,274637.00
100100723904,CX03,295983.00,196740.00
10009162933,CX01,220033.44,216505.45
63154766,CX01,430481.97,423964.44
10013447998,CX01,409644.00,92043.00
10007780334,CX02,435822.55,287418.15
200002636481,CX01,371331.00,237637.00
100012804972,CX02,365103.57,391575.05
200019758,CX01,527262.76,195426.22
200000696848,CX02,610480.00,165436.00
100052090779,CX01,442491.00,383133.00
10001296663,CX08,530384.00,183049.00
22246825,CX03,527011.00,106536.00
10090981710,CX06,319459.57,514936.51
10034163634,CX03,588148.43,186543.73
200001915075,CX03,401263.00,100085.00
10093414508,CX01,539728.41,138194.10
45028574,CX01,430230.00,556080.00
10012163589,CX02,538469.00,200217.00
10032975631,CX05,293957.00,72613.00
10012904168,CX02,315657.00,121250.00
50119625,CX03,621426.00,136599.20
10002893788,CX01,457441.00,350476.00
95512090,CX08,531222.72,180798.65
10033536229,CX01,526952.00,181730.00
250019431,CX02,361597.00,143546.00
100041132741,CX01,296699.99,92062.77
207042554,CX01,529562.87,194312.74
100110764352,CX02,410066.00,562987.00
200002938812,CX01,314489.00,177168.00
100052156213,CX01,517318.00,466373.00
200004249247,CX03,481084.00,355199.00
100071453812,CX02,401760.00,278839.00
50003007,CX02,606428.60,124735.80
10024073564,CX01,309879.00,95349.00
100110739659,CX01,425213.00,553213.00
100052180212,CX03,520504.55,447074.53
100052158021,CX01,479128.00,472024.00
100101038418,CX01,285358.00,191086.00
10024058858,CX01,623731.00,232691.00
10010030818,CX03,258956.00,198480.00
100100961931,CX01,224634.00,382749.00
100121235970,CX03,411077.00,214772.00
100041153168,CX05,225566.00,52342.00
10013996832,CX05,599624.60,207727.83
10011772671,CX03,328605.90,272014.99
10006890594,CX01,597933.00,223012.00
46253866,CX03,540751.00,180115.00
10013068853,CX01,444978.92,360417.97
250007749,CX02,349870.00,139055.00
100091500360,CX03,571730.00,274880.00
49019762,CX01,258701.00,281190.00
100121347302,CX01,419782.00,192808.00
10070570090,CX03,367597.09,81595.78
100091634912,CX02,616958.16,236136.78
100062285954,CX04,637760.00,151538.00
4510117984,CX01,420555.65,567327.81
49072838,CX01,267795.17,259277.87
100032031320,CX02,470581.00,380791.00
10022851729,CX02,411087.00,214765.00
100110747208,CX03,420694.93,528257.02
10023892384,CX05,135819.96,26551.65
2465169596,CX01,458774.00,302318.00
100091496645,CX02,614433.20,274031.97
202046411,CX01,524583.00,183285.00
10023017006,CX02,413072.28,246354.69
3455139573,CX02,385356.60,352264.80
10014535663,CX03,379639.97,305163.10
1775097947,CX01,464192.00,100304.00
10091174855,CX02,425571.65,544304.81
10024095895,CX04,261373.00,295889.00
200003771261,CX01,299305.00,203703.00
10023896099,CX,492599.51,308155.25
10002155435,CX01,338538.00,188963.00
10012847419,CX02,601683.00,142889.00
200003341696,CX04,480990.02,516035.67
100032082007,CX02,545498.00,375369.00
200002769438,CX01,442573.00,294278.00
100062498080,CX02,538922.00,144255.00
200004298556,CX03,307422.45,343524.76
10012254091,CX01,353730.00,381526.00
100110771010,CX03,412010.00,633661.00
100091596700,CX02,587710.00,190250.00
10023051835,CX01,383535.74,392059.70
100041059775,CX02,410711.00,92701.00
10023052803,CX01,388322.46,398108.34
10022846438,CX02,388830.00,193221.00
100091448475,CX03,555126.00,202806.00
10022845934,CX02,419393.00,225760.00
100121255594,CX03,383576.00,205289.00
310046164,CX01,471552.00,173767.00
100091457714,CX03,587619.02,241736.42
200000919133,CX03,394478.00,564909.00
100081284203,CX01,511609.05,193132.71
100062488288,CX02,542827.00,135257.00
10010772813,CX02,406957.22,371784.20
10094567736,CX03,512141.00,109281.00
200221127,CX01,524740.46,196394.04
10003340163,CX02,433381.00,87179.00
10009419574,CX02,412470.00,184952.00
100110790592,CX01,455647.00,518667.00
44026995,CX03,574513.00,168812.00
12008131,CX01,519824.00,180268.00
200001178111,CX03,419633.00,169136.00
200004264899,CX03,563686.47,220633.87
100022923161,CX02,549705.00,175771.00
10008697425,CX05,330719.00,559125.00
10013753115,CX03,260530.00,95592.00
10090177804,CX01,511856.00,480575.00
100100908743,CX02,299431.00,193544.00
10010541115,CX01,410930.00,339314.00
10024624621,CX03,435187.83,284456.98
200000444660,CX03,346173.36,153805.47
10024248277,CX07,449815.00,75335.00
10091017354,CX01,410636.12,97932.05
100052206128,CX01,452377.00,508555.00
100052156976,CX02,517126.00,466782.00
200003355247,CX01,532261.46,179547.63
10034922358,CX02,544966.00,186874.00
64048115,CX05,312148.00,166723.00
100062473867,CX02,534098.00,135535.00
6049128,CX,536132.00,182215.00
100041059745,CX02,408252.00,94760.00
200003341086,CX05,512001.00,480774.00
100052096084,CX01,424485.00,403482.00
452071848,CX01,369481.00,308967.00
41001216,CX01,332308.94,397772.77
10009545569,CX01,262596.44,222504.48
100062304909,CX02,632104.00,169668.00
100062305785,CX02,635432.00,170375.00
10033267342,CX02,544468.95,101307.94
10023129245,CX02,566798.06,244828.46
100041117111,CX02,389017.00,106474.00
10070340399,CX03,248661.00,361496.00
10070340422,CX01,248725.00,362976.00
10013841068,CX04,243277.45,129424.86
10090459713,CX01,588165.00,186044.00
10092753410,CX01,484816.11,186866.55
100022900379,CX01,543930.00,170572.00
200003713852,CX01,577461.00,153055.00
100062518141,CX02,435727.00,135050.00
100052068221,CX02,412396.00,447748.00
1775073880,CX02,464794.54,99944.60
100091616777,CX01,652526.00,303987.00
100041204687,CX02,178553.00,34098.00
100052092545,CX01,434338.00,387847.00
100081259839,CX03,535305.00,240725.00
10012023184,CX01,562617.00,173308.00
10090537599,CX01,613283.22,247107.61
10012860959,CX03,603133.60,140555.60
100032283572,CX02,421466.00,329411.00
34133162,CX02,523365.00,178961.00
10007244072,CX02,502513.79,307384.92
200001085654,CX02,543199.00,174424.00
200003710366,CX01,577620.00,152878.00
40044612,CX03,341527.00,398687.00
100032199782,CX03,408938.00,334001.00
10004939188,CX03,577762.37,183340.52
200001364207,CX01,564755.00,263348.00
10095531288,CX01,539705.07,196974.83
10094856735,CX05,556260.37,373254.89
200000639069,CX01,502642.00,440189.00
100121365960,CX03,475734.00,182167.00
100101047052,CX08,329466.00,186923.00
10014050819,CX01,532384.00,168406.00
100100975418,CX03,314291.34,209791.18
100032077322,CX02,519047.00,362965.00
64107504,CX05,311976.11,166745.16
200001534976,CX01,490374.00,133022.00
1775044128,CX01,464752.00,101970.00
10013943564,CX01,394734.80,246261.80
10013040733,CX02,296529.00,88220.00
10000055429,CX01,553711.00,314538.00
100101007237,CX01,261395.00,188213.00
45087278,CX01,437128.00,554396.00
10012983595,CX03,645175.00,288383.00
2630129960,CX02,619611.00,292769.00
10024642286,CX03,302964.80,291859.60
100052200487,CX02,473361.00,423476.00
10024651955,CX03,398911.37,628091.85
5133295,CX01,528326.00,185113.00
100041135056,CX03,221224.00,107047.00
10091089259,CX04,505091.85,488772.40
100110769925,CX01,418812.00,612984.00
100062626090,CX03,601702.99,160481.88
47064137,CX03,426614.00,572057.00
83052279,CX02,414340.00,408490.00
10006913316,CX01,587288.00,219731.00
10006913318,CX01,587299.00,219743.00
100032002995,CX01,425030.00,323432.00
100062274242,CX02,541636.00,110579.00
10001328828,CX02,270325.95,87884.55
43046436,CX01,315118.00,199643.00
100012595781,CX03,370406.00,356205.00
100011616965,CX01,397695.00,399406.00
100071398847,CX02,419762.00,288883.00
100091471023,CX02,589695.00,216079.00
100062455883,CX02,470742.00,113144.00
100032144149,CX03,487455.00,279007.00
21118317,CX02,509488.48,431457.33
100031769127,CX01,391990.01,321247.24
200004705940,CX01,406843.00,442164.00
200002645257,CX02,246164.00,375723.00
10090908958,CX01,455167.00,333544.00
10070856270,CX02,452578.00,350428.00
1775121101,CX03,465111.27,105245.70
11077712,CX01,518991.00,415119.00
100091600079,CX02,580778.00,187138.00
100110737533,CX03,324779.00,548974.00
10000267420,CX02,297944.00,88830.00
200004278573,CX01,419651.33,552882.55
100121317229,CX02,436155.00,219029.00
63196163,CX01,431612.05,424520.09
10034922099,CX01,544310.00,186652.00
200003713854,CX01,577457.00,153033.00
100062429790,CX01,459115.00,92298.00
452070158,CX03,370569.00,313146.00
10022776445,CX02,344233.67,261243.89
100110802742,CX01,427477.00,551969.00
10070384483,CX03,328570.27,342635.40
10024333635,CX01,408221.70,285898.70
100081172328,CX02,476249.00,196135.00
100091505827,CX,616980.00,244796.00
100091460734,CX01,625958.00,231963.00
100101042434,CX01,318776.00,174621.00
10094111705,CX08,385626.13,435280.40
10000908178,CX03,317423.18,479931.84
100062495682,CX02,516720.00,147027.00
100071418142,CX01,411021.00,292024.00
100032005276,CX01,437131.00,337165.00
200004796493,CX02,521524.76,115684.05
100022930890,CX02,532911.58,182576.72
10013841347,CX04,231856.15,124840.32
100023543335,CX03,513169.00,187752.00
10009187480,CX04,274180.00,189922.00
10090654981,CX01,608318.00,216710.00
100091615650,CX03,628401.00,329467.00
100022921433,CX02,549832.00,178489.00
100023390806,CX01,542184.00,158554.00
10012109824,CX01,271635.00,125848.00
49052412,CX02,245781.00,263071.00
10000169516,CX01,527598.00,283689.00
47234707,CX01,431914.10,568581.03
100032284660,CX03,383069.50,353841.75
10033098049,CX02,547497.90,221852.80
10013868839,CX01,372403.00,408261.00
10002597168,CX01,554114.00,280587.00
10034784918,CX01,163450.00,40492.00
100000507579,CX01,437682.00,564868.00
92629,CX03,360680.57,173529.74
1710108215,CX02,480126.00,134663.00
10090374810,CX01,400682.04,89943.05
10010164226,CX02,401120.00,426149.00
100041201143,CX02,287427.00,51600.00
10013814062,CX01,481227.00,391022.00
24140817,CX01,350082.67,176984.80
24070025,CX04,347543.00,177484.00
10013179247,CX04,213450.97,200527.44
100071405521,CX02,393070.00,300666.00
200002961126,CX03,212789.00,200481.00
10094471686,CX01,607886.16,338143.98
100091507545,CX02,608987.55,254478.53
100041182918,CX02,330297.73,136720.02
100071457449,CX01,414963.00,291460.00
100012621326,CX01,347796.00,461465.00
10012184944,CX05,652962.00,304033.00
100062631692,CX02,577764.61,172096.13
10094019198,CX02,405469.00,516484.00
10002120591,CX04,556264.00,372163.00
100062250971,CX03,561592.00,99464.00
100101034960,CX01,323147.20,242429.43
100032029428,CX02,481233.00,390730.00
10070001608,CX01,540605.00,171027.00
